YM,Year,Month,Flow,Banff_precip,Ghost RS_precip,Lake Louise_precip,Elbow Ranger Station_precip,Calgary Intl A_precip,Three Isle Lake_avetemp_avg_temp,Cuthead Lake_avetemp_avg_temp,Banff_avetemp_avg_temp,Ghost RS_avetemp_avg_temp,Lake Louise_avetemp_avg_temp,Skoki Mountain_avetemp_avg_temp,Sunshine Village_avetemp_avg_temp,Little Elbow Summit_avetemp_avg_temp,Forget-me-not Mountain_avetemp_avg_temp,Elbow Ranger Station_avetemp_avg_temp,Scotch Camp_avetemp_avg_temp,Dogrib Creek_avetemp_avg_temp,Calgary Intl A_avetemp_avg_temp,Banff_max_temp,Ghost RS_max_temp,Lake Louise_max_temp,Elbow Ranger Station_max_temp,Calgary Intl A_max_temp,Three Isle Lake_min_temp,Cuthead Lake_min_temp,Banff_min_temp,Ghost RS_min_temp,Lake Louise_min_temp,Elbow Ranger Station_min_temp,Calgary Intl A_min_temp,nao.long,pdo.timeseries.cobe2-sst,pdo.timeseries.ersstv5,pdo.timeseries.hdsst1-1,pdo.timeseries.sstens,pna,SOI.dp3,amo,nino4.long.anom,nino3.long.anom,nino34.long.anom,AO,SD_BA801_802_808,SD_BL804_805,SD_BA810,SW_BA801_802_808,SW_BL804_805,SW_BA810
Feb-89,1989,2,0,11,22.5,59,21.2,12.4,-13.69216658,-14.76699755,-11.60064516,-14.6,-17.8,-13.06248652,-12.67029084,-11.68062368,-10.70008852,-12.8,-11.49560213,-6.790351162,-12.2,3.22,-5.9,4,10.5,6.7,-37.340926,-34.124712,-35.12,-23.2,-47,-43,-36.2,3.61,-1.061,-1.094,-1.3,-1.243,-1.71,0.802,0.1,-1.36,-0.79,-1.37,3.279,80.66666667,0,0,170.3333333,0,0
Mar-89,1989,3,29.239285,16.6,30.1,46.74,20.6,10.71,-10.68921755,-11.41360645,-9.252258064,-7,-8.1,-10.31705142,-11.47225806,-9.99045,-7.306684323,-6.3,-8.289145355,-7.152006581,-7,4.46,1.7,6,11,10.8,-34.106506,-32.588686,-34.26,-15.6,-40,-39.5,-29.2,2.45,-0.834,-0.87,-0.987,-0.958,-1.56,0.589,-0.07,-1.25,-1.04,-1.33,1.53,82.66666667,0,123,195.6666667,0,320
Apr-89,1989,4,41.448572,54.8,30.7,37.86,64.9,22.8,-0.136272989,-1.327557656,3.433376344,0.6,0.2,-1.993200215,-0.13111172,-1.401350796,2.579705806,2.1,2.63312,0.826020323,4.4,19.08,8.2,16.5,19,22,-13.511528,-17.148882,-13.1,-7,-18,-17,-10.3,-0.48,-0.084,-0.122,-0.243,-0.157,-0.77,2.18,-0.16,-0.97,-0.88,-1.11,-0.25,87.66666667,88,133,240.6666667,244.5,391
May-89,1989,5,95.303575,24.6,30.4,34.4,51.8,41.2,1.407433828,1.769225806,6.839182796,4.5,5.4,3.119419936,1.05055914,2.143225806,4.731935484,6.9,4.547053764,2.28,9,23.7,13.3,19,22,25.4,-13.417978,-11.72,-7.38,-4.3,-6,-5,-2,1.16,0.23,0.011,-0.118,0.054,-0.04,1.447,-0.01,-0.74,-0.78,-0.8,0.889,0,0,106,0,0,396
Jun-89,1989,6,244.250025,52.8,50.9,23.3,59.2,80.7,4.557498,4.149162,8.98,10.5,10,4.530918,4.410452,5.131732,7.656938,11.4,7.192878,4.84,14.3,24.8,18.2,25,28,28.1,-7.786732,-7.10314,-5.14,2.8,-2,-2.5,3,-0.53,0.273,0.071,-0.086,0.1,-0.56,0.812,0.26,-0.84,-0.42,-0.64,0.345,0,0,72,0,0,307
Jul-89,1989,7,158.85716,39.4,43.6,98.6,64.2,50.6,7.496861936,7.243225806,11.91935484,13.3,13.3,8.791290322,6.678550646,8.263071162,10.35096774,14.2,9.358709678,7.838709678,17.7,28.42,22.1,28.5,29.5,31.6,-5.312332,-5.68,-3.16,4.5,-1,-2,5.1,0.58,0.484,0.571,0.308,0.499,-0.59,0.948,0.4,-0.58,-0.27,-0.47,0.866,0,0,0,0,0,0
Aug-89,1989,8,153.85715,146.2,131.5,77.8,79.2,61.6,6.523569892,8.058313419,9.081548386,11.7,11.1,4.681193161,3.289102323,8.082191398,10.96959748,12.5,10.14933787,13.678184,15.4,23.88,18.6,27.5,31,29.2,-5.12,-1.212466,-3.52,4.8,0,0,5.6,1.76,0.125,-0.079,-0.066,0,-0.27,-0.821,0.3,-0.61,-0.51,-0.58,0.551,0,0,0,0,0,0
Sep-89,1989,9,110.6464375,31.4,41.4,27.6,74.6,41.4,4.63130929,5.784582645,8.043483871,7.7,7.2,5.379462365,5.526449871,5.63534871,7.579163871,9,7.779622,5.351104903,11.6,25.34,16.4,22,25,26.6,-7.75751,-6.751306,-5.9,-1,-5,-6,-1.3,-0.96,0.06,-0.202,-0.257,-0.133,0.41,0.517,0.09,-0.38,-0.32,-0.38,0.703,0,0,0,0,0,0
Oct-89,1989,10,0,23.8,8.9,34.4,36.4,6,0.156118581,-3.10698,2.203185484,2.4,0.9,-1.577596021,-1.707620968,0.474690323,2.868928968,4.3,2.119536323,3.01493,5.7,19.68,10.5,16.5,19.5,21.2,-11.796226,-15.29794,-12.66,-5.8,-13.5,-13,-8.9,0.88,-0.114,-0.231,-0.351,-0.227,-1.08,0.61,0.03,-0.38,-0.36,-0.4,0.991,0,0,0,0,0,0
Nov-89,1989,11,0,54.8,33.6,76.2,25.6,17.2,-6.98520623,-7.76859447,-3.946520737,-3.2,-6.4,-6.88443,-7.839308756,-6.643571429,-4.210299539,-2.1,-5.230829493,-6.16764977,-0.7,9.3,4.3,4,14.5,14.3,-21.764844,-20.2,-21,-10.7,-21.5,-24,-13.9,-2.97,-0.31,-0.552,-0.66,-0.526,-0.7,-0.381,0.04,-0.27,-0.34,-0.3,0.034,0,0,0,0,0,0
Dec-89,1989,12,0,15.4,19.3,41.12,29.3,21.8,-9.173775714,-9.897323889,-8.965875576,-5.8,-11.3,-9.478754,-8.209269143,-9.437799429,-5.765806571,-5.1,-7.075947429,-7.173708286,-4.5,4.64,1.5,3,13,12.7,-30.664852,-28.108748,-34.24,-13.1,-33,-33,-35,-2.23,0.012,0,-0.348,-0.099,0.57,-0.619,0,0.1,-0.36,-0.13,-0.644,0,0,0,0,0,0
Jan-90,1990,1,0,32.3,12.2,39.18,25.8,5.6,-9.849599549,-12.04692,-8.392258064,-6.7,-11.2,-9.56387,-9.75456,-9.437362645,-5.874318323,-6.2,-7.354171032,-1.48009,-4.6,6.6,-0.3,1,9,10.6,-31.311476,-38.13785,-35.52,-13.1,-30.5,-32.5,-30.5,3.5,-0.186,-0.254,-0.471,-0.312,-1.09,-0.214,-0.08,0.23,-0.27,0.02,1.001,0,0,0,0,0,0
Feb-90,1990,2,0,22.4,18.4,49.78,17.7,6.4,-10.8345,-13.239,-9.792258064,-8.6,-12.2,-9.38255,-7.629972065,-9.053546645,-7.376094323,-7.5,-11.01741935,-1.10842,-6.5,6.56,0.4,6,15,16.6,-35.93678,-34.24343,-36.5,-17.6,-37,-37,-31.9,5.11,-0.919,-0.837,-0.776,-0.903,-2.78,-1.785,0.02,0.43,0.14,0.36,3.402,83.33333333,0,0,196.3333333,0,0
Mar-90,1990,3,26.9714275,15.4,18.2,60.6,21.8,8.7,-7.061403355,-7.17817,-2.940019969,-2.3,-5.3,-5.38292,-4.35021871,-6.810053991,-0.65484,-1.4,-3.15703,5.35187,0.9,10.24,6.7,9,16,18.4,-27.521506,-27.41541,-22.48,-11.3,-28,-26,-17.8,3.11,-0.691,-0.707,-0.81,-0.782,0.04,-1.088,0.06,0.45,-0.12,0.2,2.99,93.66666667,0,161,252.3333333,0,516
Apr-90,1990,4,42.11143,26.2,70.6,29.26,73.7,21.2,-3.779789247,-2.35764,0.711741935,1.6,1.6,-3.92992,-3.914925935,-3.246205204,2.43097,2.3,0.83167,10.08065,4.7,16.16,9.2,15,19,20.7,-20.334658,-20.65661,-16.26,-6,-22,-23,-14.7,1.77,0.231,0.105,-0.095,0.088,-0.62,-0.013,0.1,0.29,0.14,0.26,1.879,95.33333333,84,154,282,222,521
May-90,1990,5,213.3571625,130.6,132.6,26.5,123.8,100.2,4.756585183,1.68217,7.115548387,5.7,5.2,-2.11281,2.68906,3.328547871,5.9233,6.4,4.06806,14.83465,9,21.96,13.1,21,23.5,25.9,-7.015304,-8.79903,-6.86,-1.8,-5,-5.5,-3,-1.19,0.028,-0.047,-0.025,0.004,0.27,1.411,0.08,0.24,0.24,0.32,0.943,0,0,129,0,0,516
Jun-90,1990,6,368.107175,82.8,87.8,40.6,84.1,61.3,5.156141333,6.43637,9.627333332,10.3,8.8,0.51466,5.338666667,5.27425,10.98082,9.609333334,8.39097,20.96197,13.9,26.2,17.8,24.5,23.06,27.8,-4.797762,-1.83881,-2.44,2.8,-2,-3.8,3.6,0.42,-0.023,-0.136,-0.138,-0.077,-1.39,-0.067,0.05,0.1,0.01,0,0.304,0,0,69,0,0,335
Jul-90,1990,7,266.02856,80.6,141.5,71.7,126.1,83.7,6.561682989,10.86101,11.8819785,12.5,13.1,4.75555,6.711935484,8.893,13.01501,13.3,11.60121,25.15627,16.2,27.48,19.9,28,30,31.2,-2.917572,1.8367,-0.14,5,1,0.5,4.1,1.43,0.024,-0.047,-0.114,-0.022,-0.26,0.572,0.05,0.27,-0.08,0.15,-0.296,0,0,0,0,0,0
Aug-90,1990,8,141.87145,39.2,122.9,30.9,94.6,58.3,6.06244,10.81822,10.84333333,12.6,12.8,8.40347,5.520666667,9.58054,13.55565,13.4,12.1836,27.12009,16.7,26.16,20.5,28,29,33.3,-4.355488,-0.13179,-2.12,4.7,-2,-2,3.2,3.31,0.108,0.004,-0.069,0.024,1.76,-0.707,0.18,0.35,0,0.17,-0.18,0,0,0,0,0,0
Sep-90,1990,9,80.4571425,9.1,7.4,52.9,20.4,7.5,10.10470826,8.2232,13.57548387,9.3,9.3,9.603870968,7.082086021,7.546,12.61419355,11.1,9.62704,26.44883,14.1,30.64,20,27,28,29.7,-0.995366,-3.58687,-1.04,-1.4,-4,-5.5,-1.6,-0.99,0.3,0.058,0.031,0.158,-0.46,-0.779,0.33,0.26,0.11,0.12,-0.21,0,0,0,0,0,0
Oct-90,1990,10,0,80.7,25.8,34.6,50.4,12.9,-4.961581054,-5.59311828,-1.081268817,0.3,-0.7,-5.798849333,-3.322378043,-3.939818624,-2.041612903,2,-0.678029613,-2.934120688,4.1,14,7.7,11,17.5,22.1,-21.65452,-20.28,-20.82,-7.2,-12.5,-16,-8.5,-0.59,-0.475,-0.701,-1.049,-0.764,-0.91,-0.171,0.33,0.42,-0.06,0.13,0.66,0,0,0,0,0,0
Nov-90,1990,11,0,84.6,80.2,34.1,59.1,20.7,-5.49438,-8.609992319,-3.420047619,-6.1,-7,-8.64535,-4.82386,-6.0191,-3.61338,-5.5,-3.15137,13.46039,-4,10.7,1,6,14.5,13.9,-15.50907,-25.62,-25.52,-13.2,-27,-27,-23,-1.48,-1.224,-1.439,-1.581,-1.47,-1.66,-0.683,0.13,0.37,-0.12,0.08,0.521,0,0,0,0,0,0
Dec-90,1990,12,0,34.3,14.3,76.6,27.2,11.7,-11.54059458,-12.1278,-10.0116129,-14.8,-18.8,-11.093866,-11.73741935,-10.71548387,-8.264516129,-12.8,-11.46580645,-8.121684,-10.7,6.64,-6,-1,12,11.8,-36.784554,-33.768686,-37.86,-23.5,-47,-42,-34.4,0.34,-1.71,-1.722,-1.83,-1.841,-1.62,-0.382,0.08,0.64,-0.03,0.32,1.277,0,0,0,0,0,0
Jan-91,1991,1,0,10.4,11.5,23.4,28.1,7.4,-9.34907,-11.22987,-7.849032258,-11.7,-16.3,-14.3056,-9.95468,-9.51912,-8.04345,-11,-8.95543,12.75147,-8.8,7.3,-3.2,2,12,11,-34.20812,-30.04782,-35.22,-20.2,-44,-37,-31.3,1.87,-1.452,-1.302,-1.644,-1.539,0.2,0.445,0.01,0.66,0.18,0.51,0.723,0,0,0,0,0,0
Feb-91,1991,2,0,11.2,27.5,30.4,28.6,14.9,0.28968,-1.19298,-1.487333333,-0.4,-2.6,-4.74034,-1.7369,0.15223,0.33692,-0.5,0.78137,22.15102,0.9,13.04,6.5,7.5,13,15.4,-19.09493,-21.7203,-19.78,-7.5,-17,-20.5,-17.1,-0.02,-0.659,-0.65,-0.856,-0.743,1.13,-0.057,0.04,0.6,0.03,0.32,-0.876,87.66666667,0,0,232.3333333,0,0
Mar-91,1991,3,30.01786,26.2,48.1,42.7,36.7,21,-2.79422,-4.90195,-4.169677419,-6.5,-8.4,-8.74354,-5.94035,-3.73783,-3.71986,-6.5,-4.64294,5.3155,-3.5,10.8,1.6,11,14.5,16.2,-22.38326,-27.22488,-25.2,-14.6,-29,-30,-23.5,-1.37,-0.646,-0.61,-0.982,-0.772,-1.21,-1.35,0.01,0.43,0,0.1,-0.527,94.66666667,0,157,276,0,531
Apr-91,1991,4,39.16857,24,21.6,27.48,39.4,7.1,2.35398,0.77175,3.895056452,2.2,0.3,1.072894645,-0.373986559,2.69825,2.43023,3.5,1.86073,2.85554,5.4,18.92,10.2,15,19.5,21.2,-10.08113,-11.30556,-6.14,-5.8,-15,-10,-7.5,1.48,-1.07,-1.198,-1.392,-1.284,0.38,-1.553,-0.05,0.55,-0.09,0.21,0.53,109.3333333,102,167,311.6666667,281,572
May-91,1991,5,167.3499975,74.4,104,38.3,105,96.1,2.699209419,2.957419355,7.38516129,5.6,6.1,1.94396,2.970322581,3.908389484,6.69386129,6.8,5.91146,5.040057226,9.4,24.28,12.2,21,22,23.9,-9.136184,-9.4,-7.22,-1.1,-7,-7,-7.8,-0.04,-1.053,-1.176,-1.281,-1.233,-0.63,-1.744,-0.12,0.56,0.37,0.44,0.486,0,0,146,0,0,605
Jun-91,1991,6,326.857125,103.2,153,76.1,178.1,113.2,7.402,5.29304,9.813333334,9,8.7,4.55703,4.104967742,7.38502,9.0323,9.8,8.55439,8.87113,13,23.06,16.1,22,23,25.8,0.70486,-3.24499,-3,1.9,-5,-3,3.4,-0.31,-1.718,-1.826,-2.012,-1.946,-0.92,-0.792,-0.06,0.58,0.68,0.65,-0.115,0,0,95,0,0,432
Jul-91,1991,7,292.77144,45.4,42.9,34.1,17.8,29.6,11.56716,9.46753,14.81096774,11.8,12.1,9.04143,9.09655,10.3273,13.62451,13.1,12.12074,11.97375,16.4,30.26,20.7,27,26.5,29.5,1.97411,-0.39857,0.44,2.9,0,-1,4.8,-0.28,-0.891,-1.171,-1.002,-1.083,0.28,-0.072,-0.09,0.5,0.74,0.62,-0.188,0,0,0,0,0,0
Aug-91,1991,8,169.678575,53.2,61.7,8.3,66.2,64.2,7.119354667,6.786,11.15133333,13.7,13.8,7.761268817,6.319303333,7.105092667,9.602666667,14.6,9.06,7.043333333,18.1,27.52,22.5,29.5,29,32.7,-4.176006,-6.08,-3.02,4.9,-1.5,-2,6.2,2.71,-0.145,-0.317,-0.275,-0.278,-0.28,-1.066,-0.02,0.51,0.29,0.43,0.797,0,0,0,0,0,0
Sep-91,1991,9,89.2749875,41.6,40,24.8,66.8,25.9,2.587819957,2.998580645,6.871483871,7.9,7.6,5.479979075,2.430817204,2.74483871,5.949163871,9.4,5.406,3.691104903,11.5,22.88,17.6,24,30,26.3,-10.42812,-8.8,-6.34,-1.9,-7,-5,-2,-1.12,0.458,0.613,0.125,0.405,1.15,-1.643,0.06,0.31,0.1,0.22,-0.112,0,0,0,0,0,0
Oct-91,1991,10,0,25.1,33.7,1.2,69,15.8,-1.69231,-2.44025,1.052258065,0,-1,-4.930907419,-2.969442065,-3.35978,0.9164,1.3,-1.41488,-0.5563,2.2,17.42,8,24,26,26.7,-26.38748,-25.16756,-18.96,-8.1,-27,-30,-25,-1.77,0.684,0.545,0.302,0.542,-2.35,-1.55,-0.13,0.72,0.64,0.91,-0.252,0,0,0,0,0,0
Nov-91,1991,11,0,18.2,17.1,47,29.7,9.6,-7.48417,-6.69526,-5.12006298,-4.6,-8.6,-9.15903,-6.85931,-7.45817,-2.22594,-4.7,-5.62454,-3.29772,-2.6,7.74,4.1,4.5,14,10.8,-26.18374,-23.94374,-27.06,-13.3,-27,-28.5,-23.7,1.68,0.544,0.598,0.456,0.57,0.22,-0.769,-0.14,0.7,1.03,1.14,0.285,0,0,0,0,0,0
Dec-91,1991,12,0,8.6,3.8,36.4,8,1.8,-8.248536774,-8.864460193,-6.417419355,-3.5,-9.8,-8.059464838,-6.64665,-7.668635742,-3.930178,-3,-4.220957677,-5.640047935,-2,5.92,3.6,1,10.5,13.1,-24.875288,-20.838504,-22.6,-10.6,-26,-27,-15.6,1.24,-0.113,-0.042,-0.202,-0.121,0.17,-2.018,-0.06,0.82,1.32,1.62,1.613,0,0,0,0,0,0
Jan-92,1992,1,0,25.8,4.8,28.22,33.5,2.2,-6.0854,-2.13411,-3.997396313,-2.8,-9.7,-9.83541,-5.74265,-10.20417,-1.24212,-2.9,-5.99958,-4.94688,-1.1,9.18,4.5,3,14,13.8,-21.59302,-15.07131,-22.96,-10,-28.5,-21,-15.9,0.64,0.128,0.244,-0.031,0.132,0.99,-2.849,-0.01,0.65,1.39,1.61,0.55,0,0,0,0,0,0
Feb-92,1992,2,0,10.2,3.4,45.6,16,3.6,-3.16786,1.20802,-3.586428571,-2.4,-6.6,-8.83403,-7.16933,-4.77843,-1.12832,-3.3,-7.05512,-3.25638,-2.5,9.2,5.3,11,21,22.6,-18.42268,-14.72297,-18.56,-10.2,-23,-31,-22.4,3.18,0.256,0.27,0.488,0.372,0.09,-1.046,0.04,0.88,1.21,1.62,1.122,78.66666667,0,0,172.6666667,0,0
Mar-92,1992,3,29.8285725,3.4,17.6,54.4,33.9,7.9,-1.15457,3.53265,0.46725,1.4,-0.6,-5.50763,-0.70698,-0.05981,1.34396,0.9,-3.57572,-0.13601,3.1,17.54,9.7,13,17,19.4,-17.13584,-9.01657,-13.22,-7,-15,-17,-11.8,1.66,0.229,0.207,0.28,0.274,0.46,-2.849,0,0.86,1.19,1.5,0.984,82.33333333,0,114,210,0,328
Apr-92,1992,4,39.194286,36,34.9,10.5,39.5,24.6,0.57124,3.37405,2.44,2.1,1.8,-3.46615,0.73593,1.85162,2.93477,3.6,-1.35849,1.44255,6.4,19.28,10.5,19,24,24.4,-21.05027,-16.81465,-17.54,-6.3,-18,-24,-13.4,1.32,0.705,0.615,0.728,0.748,-0.29,-2.059,-0.08,0.76,1.32,1.41,-0.521,60,46,100,191.3333333,129.5,333
May-92,1992,5,115.6178575,76.2,58.7,46.1,59,46.2,4.02864,5.36258,9.648,5.8,5.8,0.38245,4.75112,4.79316,6.18826,6.8,2.58165,4.89085,9.5,26.66,13.1,24,25,28.2,-7.88834,-8.4889,-3,-1.6,-9,-12,-3,0.79,1.535,1.349,1.519,1.578,1.2,0.059,-0.18,0.72,1.38,1.27,1.341,0,0,80,0,0,302
Jun-92,1992,6,236.214275,59.2,188.2,16,201.2,177.2,9.21921,10.47965,10.76255914,11.1,12.8,6.99846,5.201935484,5.739483871,11.0415,12.2,8.75184,10.65622,14.8,25.88,18.3,29,28,29.8,-1.14625,-0.15874,-0.78,3.8,-2.5,-2.5,1.2,-1.74,1.423,1.239,1.494,1.485,1.36,-1.823,-0.1,0.38,0.45,0.53,-0.302,0,0,25,0,0,104
Jul-92,1992,7,188.05712,104.6,62.3,13.4,118.2,76.2,8.63973,9.44933,11.98382796,10.8,11.6,6.07806,10.80318,8.71407,10.39271,11.8,8.56693,9.98675,14.2,28.12,17.8,27,24,25.4,-0.03646,2.03214,-0.4,3.8,-1,-1,3.7,1.04,1.976,1.579,1.679,1.856,0.38,-0.629,-0.24,0.38,-0.01,0.27,0.191,0,0,0,0,0,0
Aug-92,1992,8,108.00716,35.6,60.3,31.3,55.6,41.5,6.130748946,9.41001,10.95967742,10.5,10.7,7.032150538,11.15483,8.00255,10.83921,11.6,8.99811,9.86927,14.1,29.4,19.2,28,29,31.4,-5.642942,-6.95653,-2.64,1.8,-6.5,-5,-3.2,3.97,1.29,1.113,1.285,1.309,-0.37,-0.011,-0.38,0.15,-0.35,-0.15,0.535,0,0,0,0,0,0
Sep-92,1992,9,75.225,31.6,49.7,57.2,77.4,48.1,5.178214667,5.088094667,8.696,6.5,4.8,4.396468667,6.54521,3.7454,6.31517,7.7,6.776878,4.73674,9.5,25.1,13.4,25,27,28.2,-7.493388,-7.272294,-5.26,-0.4,-10,-6,-4,0.99,0.986,0.872,0.858,0.961,-1.13,0.064,-0.33,0.11,-0.35,-0.14,-0.64,0,0,0,0,0,0
Oct-92,1992,10,0,40,41.3,6,54.1,14.6,-0.18121,-0.513194,3.36,3.6,1.5,-1.21323,-0.802022,-0.911446,2.85277,3.7,2.1408,1.47594,5.3,19.66,10.6,25,27,26.4,-16.688,-18.732874,-14.08,-3.5,-17,-19,-10.8,-3.33,1.214,1.377,1.172,1.34,0.4,-2.03,-0.26,0.02,-0.34,-0.35,-0.366,0,0,0,0,0,0
Nov-92,1992,11,0,18.2,36.6,13,42.4,38.8,-7.03421,-4.873086857,-1.760047619,-3,-7.4,-7.93578,-6.170190476,-5.6771,-1.7979,-3.7,-2.59977,-3.27676,-1.4,12.4,3.3,4.5,12,12,-19.67172,-18.837978,-20.04,-9.3,-27,-23,-15.2,4.52,1.333,1.35,0.928,1.3,0.8,-0.844,-0.28,0.11,-0.29,-0.14,0.717,0,0,0,0,0,0
Dec-92,1992,12,0,13.6,21,19,41,14,-11.38528857,-10.596498,-10.64,-13.7,-17.5,-11.437844,-11.308726,-11.115428,-7.99588,-13.8,-8.19027,-4.60602,-11.8,4.24,-6.2,-1,8.5,8,-37.782628,-30.519406,-38.02,-21.1,-39,-39.5,-35.6,0.21,0.523,0.474,0.245,0.454,-1.53,-0.714,-0.1,0.29,-0.26,0.04,1.627,0,0,0,0,0,0
Jan-93,1993,1,0,6.6,6,32,10.5,5.8,-13.54651,-12.73347,-10.45751152,-11.9,-18.7,-11.64245742,-11.87576037,-13.65813,-8.67996,-12.3,-10.17159,-9.80926,-11.4,5.2,-3.4,2,17,14.4,-36.45382,-31.96354,-36.18,-20.3,-39,-37,-33,3.91,-0.088,0.01,-0.256,-0.103,-1.48,-0.931,0,0.47,-0.06,0.28,3.495,0,0,0,0,0,0
Feb-93,1993,2,0,10.8,32,20,32,12.5,-9.325069714,-10.44303286,-8.380714286,-9.3,-13.6,-9.612706,-9.145833143,-12.94005,-7.12697,-9.5,-7.85863,-8.30352,-7.1,5.02,-0.5,4.5,15,14.5,-31.457838,-29.16914,-33.16,-17.4,-37,-32,-25.8,0.11,0.174,0.312,0.257,0.273,0.44,-0.958,-0.04,0.47,0.24,0.42,0.184,59,0,0,102.3333333,0,0
Mar-93,1993,3,30.29643,42.6,55,58.8,67,17.8,-5.735376344,-4.789441978,-1.582301075,-2.7,-6,-5.101231312,-6.672817204,-5.315053763,-1.126021054,-3.1,-1.588848796,-1.338859247,-0.3,13.24,4.5,10.5,15,18.6,-22.46,-19.711322,-20.7,-9.8,-32.5,-24,-24.9,1.47,0.572,0.545,0.62,0.62,0.94,-1.126,-0.16,0.37,0.36,0.47,0.764,54.66666667,0,76,121.6666667,0,175
Apr-93,1993,4,36.805714,68.8,43.2,73.3,44.1,6.5,-2.19278,-2.26052,1.152903226,2.4,0.8,-2.90872,-3.51483871,-4.20474,2.62986,3.2,2.09176,-2.133548387,4.8,15.96,9.8,12,16,17,-12.71011,-11.89671,-13.8,-5,-12,-9,-7.5,0.83,1.12,1.123,1.01,1.158,1.26,-2.291,-0.04,0.52,0.92,0.92,-0.435,66,61.5,91,163.3333333,147.5,231
May-93,1993,5,176.21069,44.8,58,46.3,71.7,61.9,3.91731,4.66133,7.248,8,8.5,4.252251333,10.19379,1.31878,8.49939,9,6.860342667,2.840681333,11.5,24.46,15.6,28.5,28.5,29.3,-11.5047,-10.84577,-6.12,0.4,-10.5,-8,-3.4,-2.59,1.752,1.776,1.523,1.787,2.43,-0.593,-0.08,0.52,1.05,0.93,-1.607,0,0,86,0,0,246
Jun-93,1993,6,196.464275,92.6,120.1,36,235.4,118.4,4.961690323,5.110270602,9.732150539,9.3,9.4,5.368314,11.31719,5.091520129,7.693793333,10,7.61831886,6.303970473,12.8,24.5,16.1,26,25,26.8,-4.819028,-5.018978,-2.54,2.5,-4,-4,1.3,0.16,2.146,1.928,1.933,2.128,0.66,-2.176,-0.19,0.41,0.63,0.64,-0.52,0,0,0,0,0,0
Jul-93,1993,7,228.2,125.6,143.8,19,157.7,87,5.42476,4.188740323,9.947741935,9.7,10.4,2.177669484,4.068048559,1.4938,9.04006,10.3,6.938896194,7.07965,13.3,25.02,15.8,24,26,28.7,-1.87804,-5.80379,-2.34,3.4,-2,-2,2.5,0.64,1.804,1.464,1.581,1.707,-0.28,-1.06,-0.32,0.38,0.13,0.33,-0.511,0,0,0,0,0,0
Aug-93,1993,8,177.857125,81.4,160,21.7,141.9,92.3,5.308999656,7.600847161,10.9183871,10.7,10.6,3.289045484,3.349569892,5.37909,10.68967,11.6,9.368010214,8.48661,13.8,25.52,17.9,25,24.5,27.4,-3.844742,-2.25266,-1.02,3.3,-2,-1,3.2,0.75,1.998,1.962,2.163,2.158,-0.17,-1.726,-0.14,0.31,0.01,0.16,-0.393,0,0,0,0,0,0
Sep-93,1993,9,118.34641,28.8,31,42.5,77.6,24.3,4.08996,1.927290323,5.798193548,6.5,6.6,3.958129613,1.369268817,2.60391871,7.8184,8.6,4.845763441,5.09746,10.5,21.94,14.9,24,26,27,-6.6406,-10.06,-7.36,-1.9,-7,-6,-1.8,-2.6,1.494,1.437,1.359,1.505,-0.97,-0.78,-0.09,0.38,0.09,0.26,-0.361,0,0,0,0,0,0
Oct-93,1993,10,0,44.8,21.6,81.9,49.8,9,0.75218,1.156930645,5.713462366,3.7,2.5,0.82938,1.462365591,1.542875806,4.56641,4.5,4.40711,2.02455,6.3,21.88,12.5,21,23.5,23.3,-13.32126,-11.121112,-7.34,-5,-11,-13,-10.4,-4.13,1.441,1.478,1.332,1.516,-0.17,-1.568,-0.16,0.32,0.21,0.36,-0.565,0,0,0,0,0,0
Nov-93,1993,11,0,18.2,19.5,55.7,38.5,10.4,-8.17266,-9.049709032,-6.94516129,-3.8,-9.9,-9.535950064,-2.02275,-10.31297,-3.47095,-5.1,-3.76234,-5.74225,-2.9,6.4,3.2,2.5,14,11.9,-31.74477,-27.766212,-33.42,-10.9,-36.5,-35,-30,0.77,1.079,1.229,0.829,1.133,-0.35,-0.132,-0.17,0.43,0.11,0.28,1.002,0,0,0,0,0,0
Dec-93,1993,12,0,24.2,11.5,19.3,23,3.6,-7.9651,-6.05348,-4.188364055,-3.9,-11.2,-8.316027143,-1.4819,-9.24491,-2.04612,-4.3,-2.89634,-4.77093,-1.9,8.5,3.5,2,11.5,15,-22.67764,-19.550814,-21.86,-11.3,-29,-22,-17,2.17,0.694,0.752,0.589,0.738,0.42,0.075,-0.15,0.37,0,0.19,-0.104,0,0,0,0,0,0
Jan-94,1994,1,0,28,23.5,58.6,40.5,10.6,-9.177688838,-9.182964,-6.52,-7.5,-9,-9.765712,-8.076412,-8.93047,-4.613018,-7.5,-5.332412,-6.26238,-9.4,6.58,-0.5,4.5,11,9.3,-32.235694,-29.393782,-30.92,-14.4,-31,-29,-26.2,1.28,0.928,0.945,0.804,0.968,-0.8,-0.251,-0.2,0.19,-0.04,0.03,-0.288,0,0,0,0,0,0
